codprod;descricaoproduto;embalagem;unidade;codepto;deptodescricao;codsec;secdescricao;codncmex;nbm;informacoestecnicas;codmarca;marca;codmarcatabelamarcas;marcatabelamarcas
4897;FARINHA PANKO ROMARIZ 1KG;1KG;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;19019090.;19019090;;365;ROMARIZ;365;ROMARIZ
4898;COND. OREGANO PERUANO ATACAMA 1,01KG;1,01KG;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;12119010.10;12119010;1,01KG;24;ATACAMA;24;ATACAMA
4918;ALVEJANTE QBOA LAVANDA 12X1L;12X1L;CX;5;LIMPEZA;502;AGUA SANITARIA/ALVEJANTE;28289011.;28289011;12X1L;347;QBOA;347;QBOA
4925;PALITO HASHI EMBAL.BAMBU REDONDO BILLA ;C/100 PARES;PT;6;EMBALAGENS/DESCARTAVEIS;642;PALITO/ESPETINHO;44191200.;44191200;BAMBU;39;BILLA;39;BILLA
4927;PEGA HASHI BILLA 250UN;250UN;CX;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39269090.1;39269090;PARA PALITOS DE SUSHI;39;BILLA;39;BILLA
4931;VINHO IMP CHI S HELENA RES CAB SAUVIGNON;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;378;SANTA HELENA;378;SANTA HELENA
4932;VINHO IMP CHI S HELENA RES SAUV BLANC;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;378;SANTA HELENA;378;SANTA HELENA
4935;MOLHO INGLES DAJUDA 150ML PET;150ML ;UN;2;ALIMENTOS;206;MOLHO;21031010.18;21031010;;122;DAJUDA;122;DAJUDA
4942;VINHO  COUNTRY WINE TTO SUAVE;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;112;COUNTY WINE;112;COUNTY WINE
4943;VINHO  COUNTRY WINE TTO SECO;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;112;COUNTY WINE;112;COUNTY WINE
4944;VINHO  COUNTRY WINE BCO SUAVE;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;112;COUNTY WINE;112;COUNTY WINE
4945;VINHO  COUNTRY WINE BCO SECO;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;112;COUNTY WINE;112;COUNTY WINE
4947;N.F.TACA CHAMPAGNE WINDSOR 210ML 7828 ;12X210ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
4948;MOLHO SHOYU 5L MITSUWA PREMIUM GALAO ;5L;UN;2;ALIMENTOS;206;MOLHO;21031090.;21031090;;;;;
4949;N.F.TACA VINHO WINDSOR 250ML 7128 ;12X250ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
4950;N.F.TACA VINHO WINDSOR 190ML 7428;12X190ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
4951;N.F.TACA AGUA WINDSOR 300ML 7028 ;12X300ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
4952;MOLHO SHOYU 5L MITSUWA TRAD.GALAO ;5L;UN;2;ALIMENTOS;206;MOLHO;21031090.;21031090;;271;MITSUWA;271;MITSUWA
4953;MOLHO SHOYU 3,1L MITSUWA SUAVE GALAO;3,1L;UN;2;ALIMENTOS;206;MOLHO;21031090.;21031090;;271;MITSUWA;271;MITSUWA
4955;MOLHO PIMENTA CREMOSO DAJUDA  90G   ;90G;UN;2;ALIMENTOS;206;MOLHO;21039021.12;21039021;;122;DAJUDA;122;DAJUDA
4956;MOLHO PIMENTA CREMOSO DAJUDA 190G ;190G;UN;2;ALIMENTOS;206;MOLHO;21039021.12;21039021;;122;DAJUDA;122;DAJUDA
4964;N.F.TACA CERVEJA WINDSOR 330ML 7728 ;12X330ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
4966;BISC.NESTLE RECH.PASSATEMPO CHOCOL.130G;130G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;130G;318;PASSATEMPO;318;PASSATEMPO
4971;CARTE DOR BROWNIE/PETIT GATEAU  800G;800G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;19012090.;19012090;800G;81;CARTE DOR;81;CARTE DOR
4976;WHISKY TALISKER SINGLE MALTE 10 YEARS ;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML;422;TALISKER;422;TALISKER
4982;MOSTARDA SACHE AMARELA HEMMER 190X7G;190X7G;CX;2;ALIMENTOS;208;MOSTARDA;21033021.;21033021;;198;HEMMER;198;HEMMER
4985;WHISKY OLD PARR 12 YEARS 1L ;1L   ;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;1L   ;311;OLD PARR;311;OLD PARR
4988;VINHO BAG M JAMES 3L MERLOT TTO M SECO;3L;UN;1;BEBIDAS;55;VINHO BAG/GARRAFAO;22042211.10;22042211;3L;254;MARCUS JAMES;254;MARCUS JAMES
4989;AGUA DE COCO 200ML SOCOCO INTEGRAL TP;24X200ML;CX;1;BEBIDAS;97;AGUA DE COCO;20098921.;20098921;;399;SOCOCO;399;SOCOCO
4991;BAND.ALUM.RET.WYDA 1170ML 3 DIV.D4 ;C/100-C/TAMP;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;TAMPA CARTAO ALUMINIZADA;466;WYDA;466;WYDA
4993;LICOR JAGERMEISTER 700ML;700ML;UN;1;BEBIDAS;21;LICOR IMPORTADO;22087000.4;22087000;700ML;207;JAGERMEISTER;207;JAGERMEISTER
4997;RUM BACARDI  LIMON 980ML;980ML;UN;1;BEBIDAS;12;RUM;22089000.;22089000;980ML;30;BACARDI;30;BACARDI
4998;ALCOOL 70º HOSPITALAR ITAJA 12X1L;12X1L;CX;5;LIMPEZA;530;ALCOOL;38089419.;38089419;12X1L;202;ITAJA;202;ITAJA
5000;WHISKY J.WALKER RED LABEL  750ML ;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML;210;JOHNNIE WALKER;210;JOHNNIE WALKER
5001;ALCOOL 92,8º ITAJA 12X1L;12X1L;CX;5;LIMPEZA;530;ALCOOL;22071090.;22071090;12X1L;202;ITAJA;202;ITAJA
5002;ALCOOL 70º GEL ALLGEL P/MAOS 500G  ;500G;UN;5;LIMPEZA;530;ALCOOL;38089429.;38089429;C/ALOE VERA ANTISSEPTICO - 500G;6;ALLGEL;6;ALLGEL
5003;ALCOOL 46º ITAJA 12X1L;12X1L;CX;5;LIMPEZA;530;ALCOOL;22072019.;22072019;12X1L;202;ITAJA;202;ITAJA
5004;ALCOOL 80º GEL ACENDEDOR 500G ITAJA ;12X500G;CX;5;LIMPEZA;530;ALCOOL;22071090.;22071090;;202;ITAJA;202;ITAJA
5005;WHISKY BELLS 700ML IMP.;700ML;UN;1;BEBIDAS;5;WHISKY IMPORTADO ENG.BRASIL;22083020.;22083020;700ML;36;BELLS;36;BELLS
5022;CALDO CARNE MAGGI 1,01KG ;1,01KG;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041019.;21041019;;249;MAGGI;249;MAGGI
5023;CALDO GALINHA MAGGI 1,01KG ;1,01KG;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041019.;21041019;;249;MAGGI;249;MAGGI
5026;OLEO  MILHO SINHA 900ML;900ML;UN;2;ALIMENTOS;220;GORDURA/OLEO ESPECIAIS;15152910.;15152910;900ML;;;;
5035;ESPUM.CHANDON PASSION ROSE C/ CARTUCHO;750ML;UN;1;BEBIDAS;40;ESPUMANTE;22041010.11;22041010;750ML;90;CHANDON;90;CHANDON
5037;FIBRACO SCOTCH-BRITE 87X125MM ;C/5;PT;5;LIMPEZA;520;ESPONJA;68053090.;68053090;;477;3M;477;3M
5039;ESPONJA D.FACE SCOTCH-BRITE  75X110MM;C/10;FD;5;LIMPEZA;520;ESPONJA;68053090.;68053090;;477;3M;477;3M
5040;ESPONJA D.FACE SCOTCH-BRITE 103X180MM ;C/10;FD;5;LIMPEZA;520;ESPONJA;68053090.;68053090;;477;3M;477;3M
5048;OVOMALTINE FLOCOS EXTRA CROCANTE 10MM;750G;UN;2;ALIMENTOS;232;MATINAL;19019090.;19019090;750G - GRANULACAO DO FLOCOS 10MM;316;OVOMALTINI;316;OVOMALTINE
5049;WHISKY J.W.BLACK LABEL 12 A. 750ML S/C;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;;210;JOHNNIE WALKER;210;JOHNNIE WALKER
5050;VODKA SMIRNOFF 1,75L PET;1,75L;UN;1;BEBIDAS;10;VODKA NACIONAL;22086000.;22086000;1,75L;396;SMIRNOFF;396;SMIRNOFF
5065;PANO M.USO ROLO 240M X 28CM AZUL MRPLUS ;C/600 PANOS;UN;5;LIMPEZA;532;PANO CHAO/PRATO;56039240.;56039240;C/600 PANOS;279;MR PLUS;279;MR PLUS
5084;PAPEL MANTEIGA 50X70 ROSA ;C/100;PT;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;48194000.;48194000;;366;ROSA;366;ROSA
5102;SACO PAPEL KRAFT MIX KAMBE  2KG ;C/500;FD;6;EMBALAGENS/DESCARTAVEIS;628;SACO PAPEL;48171000.1;48171000;ALTURA 18CM LARG.25CM;380;SAO PEDRO;380;SAO PEDRO
5107;DESINF.GIRANDO SOL 2L LIMAO;2L;UN;5;LIMPEZA;526;DESINFETANTE;38089419.1;38089419;2L;177;GIRANDO SOL;177;GIRANDO SOL
5108;REFORCADOR SUPREMA 4KG ;4KG;UN;2;ALIMENTOS;276;PREPARO PANIFICACAO;19012090.;19012090;4KG;416;SUPREMA;416;SUPREMA
5109;ACHOCO.NESCAU 2KG SACHE;2KG PACOTE;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18069000.1;18069000;;289;NESCAU;289;NESCAU
5110;COB E RECHEIO CHARGE 2,4KG LATA;2,4 KG;UN;2;ALIMENTOS;282;RECHEIO;18062000.;18062000;;;;;
5111;WHISKY BLACK&WHITE 1L IMP.;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.10;22083020;1L;43;BLACK  WHITE;43;BLACK  WHITE
5112;AMENDOIM CRU HUNNER JARAGUA 400G ;400G;UN;2;ALIMENTOS;240;CEREAL;12024200.;12024200;;209;JARAGUA;209;JARAGUA
5113;SODA CAUSTICA SODABEL99 1KG;1KG;UN;5;LIMPEZA;518;SODA CAUSTICA;28151100.;28151100;1KG;400;SODABEL99;400;SODABEL99
5114;POLENTA SINHA 12X500G;12X500G;FD;2;ALIMENTOS;240;CEREAL;11041900.1;11041900;12X500G;393;SINHA;393;SINHA
5122;N.F.CANECA CHOPP OKTOBER 355ML 5903 ;12X355ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70133700.;70133700;PARA CHOPP DE 300ML;;;;
5131;BISC.NESTLE PASSATEMPO LEITE 150G;150G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;150G;318;PASSATEMPO;318;PASSATEMPO
5132;AGUARD.V.BARREIRO DESEJOS CAFE C/VASILH;910ML;KT;1;BEBIDAS;26;CACHACA;22089000.;22089000;910ML;454;VELHO BARREIRO;454;VELHO BARREIRO
5138;GUARDAN.20X20CM ESSENCE 48X100UN;48X100UN;CX;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;156;ESSENCE;156;ESSENCE
5139;COB.LIQUIDA TOP AO LEITE 4KG ;4KG BALDE;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18062000.;18062000;;441;TOP;441;TOP
5141;GUARDAN.29X29CM ESSENCE 24X100UN;24X100UN;CX;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;156;ESSENCE;156;ESSENCE
5143;PAPEL HIG.ROLAO ROSA 8X300M;8X300M;FD;4;HIGIENE PESSOAL;402;PAPEL HIGIENICO;48181000.;48181000;LARG ROLO 10CM - 100% PAPEL VIRGEM;366;ROSA;366;ROSA
5145;TOALHA PAPEL INT.BCA MAX 20X21 ROSA;C/1000;PT;6;EMBALAGENS/DESCARTAVEIS;650;TOALHA PAPEL;48182000.;48182000;100% PAPEL VIRGEM;366;ROSA;366;ROSA
5149;AZEITE 2L EXT V BORGES ESP.0,5%;2L PET;UN;2;ALIMENTOS;216;AZEITE;15092000.4;15092000;;631;BORGES;631;BORGES
5150;AZEITE EXT V BORGES ESP.0,5% 250ML;250ML VD;UN;2;ALIMENTOS;216;AZEITE;15092000.4;15092000;;631;BORGES;631;BORGES
5153;AZEITE EXT V BORGES ESP.0,5% 500ML;500ML VD;UN;2;ALIMENTOS;216;AZEITE;15092000.4;15092000;;;;;
5156;RUM BACARDI  BIG APPLE 980ML;980ML;UN;1;BEBIDAS;12;RUM;22089000.;22089000;980ML;30;BACARDI;30;BACARDI
5157;MAIONESE  ARISCO BAG 2,8KG;2,8KG;UN;2;ALIMENTOS;210;MAIONESE;21039019.;21039019;2,8KG;22;ARISCO;22;ARISCO
5158;LEITE UHT ZERO LACTOSE PIRACANJUBA SEMI ;1L ;UN;2;ALIMENTOS;232;MATINAL;04012010.17;4012010;COM TAMPA ROSCA;328;PIRACANJUBA;328;PIRACANJUBA
5162;MAIONESE HEINZ TRAD.BISNAGA 390G ;390G;UN;2;ALIMENTOS;210;MAIONESE;21039011.12;21039011;;196;HEINZ;196;HEINZ
5165;ARROZ BRANCO BURITI 10X1KG;10X1KG;FD;2;ALIMENTOS;260;ARROZ;10063021.1;10063021;10X1KG;67;BURITI;67;BURITI
5168;CHOCOPIRAKIDS 1L ;1L;UN;1;BEBIDAS;96;ACHOCOLATADO PRONTO;22029900.10;22029900;1L;329;PIRAKIDS;329;PIRAKIDS
5183;WHISKY WHITE HORSE 1L;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;GARRAFA NOVA;461;WHITE HORSE;461;WHITE HORSE
5184;BOLO D.BENTA AIPIM 450G;450G;UN;2;ALIMENTOS;228;MISTURA/MISTURA BOLO;19012090.;19012090;450G;141;DONA BENTA;141;DONA BENTA
5189;OLEO SOJA COAMO 20X900ML;20X900ML;CX;2;ALIMENTOS;10010;OLEOS;15079011.7;15079011;;100;COAMO;100;COAMO
5192;N.F.CANECA IRISH COFFEE NEVADA 240ML0200;12X240ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5193;N.F.TACA VINHO BARONE 600ML 7956 ;6X600ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5206;VINHO NAC M JAMES TANNAT TTO SECO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.10;22042100;750ML;254;MARCUS JAMES;254;MARCUS JAMES
5207;GARFO/FACA PL.STRAW.SACHE FORTE BCO ;C/50 ;PT;6;EMBALAGENS/DESCARTAVEIS;606;TALHER PLASTICO;39241000.;39241000;PACOTE C/50 KITS;408;STRAWPLAST;408;STRAWPLAST
5208;GARFO/FACA PL.STRAW.SACHE FORTE BCO;C/250 ;CX;6;EMBALAGENS/DESCARTAVEIS;606;TALHER PLASTICO;39241000.;39241000;GRANEL C/250 KITS;408;STRAWPLAST;408;STRAWPLAST
5215;PURE DE BATATA EM FLOCOS NUTRIMENTAL 1KG;1KG;UN;2;ALIMENTOS;248;PURE BATATA;11052000.;11052000;DILUIÇAO: AGUA/LEITE - RENDE 7,8KG DE PURE;307;NUTRIMENTAL;307;NUTRIMENTAL
5216;VINHO IMP ARG TORO CABERNET SAUVIGNON  ;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;MEIO SECO ;442;TORO;442;TORO
5217;VINHO IMP ARG TORO MALBEC 750ML;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;MEIO SECO;442;TORO;442;TORO
5219;BISC.SOL  HITS SALGADINHO ORIGINAL ;80G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;80G;401;SOL;401;SOL
5225;BISC.SOL  BREAK ORIGINAL 6X25G;6X25G;UN;2;ALIMENTOS;230;BISCOITO;19059020.;19059020;6X25G;401;SOL;401;SOL
5226;MARMITA ALUM. 850ML WYDA W8 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;;466;WYDA;466;WYDA
5229;MARMITA ALUM.1200ML WYDA W9 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;;466;WYDA;466;WYDA
5232;LEITE UHT INTEGRAL PIRACANJUBA 1L C/TAMP;12X1L;CX;2;ALIMENTOS;232;MATINAL;04012010.;4012010;;328;PIRACANJUBA;328;PIRACANJUBA
5233;PRATO PL.15CM BCO COPOBRAS PR015 ;C/10;PT;6;EMBALAGENS/DESCARTAVEIS;604;PRATO DESCARTAVEL;39241000.;39241000;PS;110;COPOBRAS;110;COPOBRAS
5234;LEITE UHT DESNAT.PIRACANJUBA 1L C/TAMPA;12X1L;CX;2;ALIMENTOS;232;MATINAL;04011010.1;4011010;;;;;
5242;EXTRATO TOMATE 2KG ELEFANTE SACHE ;2KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;;150;ELEFANTE;150;ELEFANTE
5243;EXTRATO TOMATE 1,02KG ELEFANTE SACHE ;1,02KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;;;;;
5244;MOLHO TOMATE 2KG POMAROLA TRAD.SACHE ;2KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;;;;;
5260;MOLHO PIMENTA TABASCO HABANERO 60ML;60ML;UN;2;ALIMENTOS;206;MOLHO;21039091.4;21039091;;420;TABASCO;420;TABASCO
5263;VINHO GFAO CANCAO TTO SECO 4,6L;4.6L;UN;1;BEBIDAS;55;VINHO BAG/GARRAFAO;22042211.10;22042211;4.6L;77;CANCAO;77;CANCAO
5264;VINHO GFAO CANCAO BCO SECO 4,6L;4.6L;UN;1;BEBIDAS;55;VINHO BAG/GARRAFAO;22042211.10;22042211;4.6L;77;CANCAO;77;CANCAO
5265;VINHO GFAO CANCAO TTO SUAVE 4,6L;4.6L;UN;1;BEBIDAS;55;VINHO BAG/GARRAFAO;22042211.;22042211;4.6L;77;CANCAO;77;CANCAO
5272;PALMITO INTEIRO PUPUNHA 1,8KG AJOS ;1.8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20089100.7;20089100;1.8KG;3;AJOS;3;AJOS
5273;PALMITO PICADO PUPUNHA 1,8KG AJOS ;1.8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20089100.7;20089100;1.8KG;3;AJOS;3;AJOS
5274;PALMITO RODELAS PUPUNHA 1,8KG AJOS ;1.8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20089100.7;20089100;1.8KG;3;AJOS;3;AJOS
5276;PALMITO PICADO JUCARA 1,8KG AJOS ;1.8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20089100.7;20089100;1.8KG;3;AJOS;3;AJOS
5281;ESPUM.FREIXENET CORDON NEGRO BRUT ESP.;750ML  ESP;UN;1;BEBIDAS;40;ESPUMANTE;22041090.4;22041090;750ML ;171;FREIXENET;171;FREIXENET
5285;ESPUM.FREIXENET CARTA NEVADA DEMI SEC;750ML  ESP.;UN;1;BEBIDAS;40;ESPUMANTE;22041090.4;22041090;750ML  ESP.;171;FREIXENET;171;FREIXENET
5287;MOLHO SHOYU SACHE MITSUWA SUAVE 250X8ML;250X8ML;CX;2;ALIMENTOS;206;MOLHO;21031010.;21031010;;271;MITSUWA;271;MITSUWA
5288;MOLHO TARE MITSUWA GALAO 5L ;5L;UN;2;ALIMENTOS;206;MOLHO;21031090.;21031090;;271;MITSUWA;271;MITSUWA
5289;MOLHO TARE SACHE MITSUWA 252X8G;252X8G;CX;2;ALIMENTOS;206;MOLHO;21031010.;21031010;;271;MITSUWA;271;MITSUWA
5290;MOLHO PIMENTA 150ML DAJUDA PICANTE PET;150ML;UN;2;ALIMENTOS;206;MOLHO;21039021.12;21039021;;122;DAJUDA;122;DAJUDA
5291;COCO RALADO 1KG FLOCOS UMIDO/ADOC.SWEET;1KG;UN;2;ALIMENTOS;264;COCO RALADO;08011100.1;8011100;FLOCOS UMIDO E ADOCADO;418;SWEETFLOCO;418;SWEETFLOCO
5293;AGUA DE COCO 200ML MAIS COCO TP;24X200ML;CX;1;BEBIDAS;97;AGUA DE COCO;20098921.;20098921;;251;MAIS COCO;251;MAIS COCO
5306;MAIONESE HELLMANNS POTE 500G;500G;UN;2;ALIMENTOS;210;MAIONESE;21039011.12;21039011;;197;HELLMANNS;197;HELLMANNS
5321;WHISKY BUCHANAN'S 12 YEARS 1L S/CART;1L IMP.;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;1L IMP.;64;BUCHANANS;64;BUCHANANS
5325;VINHO IMP CHI GATO NEGRO SAUVIGNON BLANC;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;174;GATO NEGRO;174;GATO NEGRO
5327;MARG. CUKIN 75% GORD.(BAIXO TEOR DE SAL;15KG BALDE;UN;2;ALIMENTOS;10009;MARGARINAS;15171000.;15171000;;118;CUKIN;118;CUKIN
5328;VINHO IMP CHI GATO NEGRO CARMENERE;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;174;GATO NEGRO;174;GATO NEGRO
5329;VINHO IMP CHI GATO NEGRO CABERNET SAUV ;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;174;GATO NEGRO;174;GATO NEGRO
5330;COGUMELO FAT.TP-1 2KG V.FERTIL BD ;2KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20031000.4;20031000;;453;VALE FERTIL;453;VALE FERTIL
5331;ALHO TRIT.3KG TOSCANA BD ;3KG ;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039029.;21039029;3KG ;443;TOSCANA;443;TOSCANA
5333;AMIDO DE MILHO MAIZENA  200G  ;200G;UN;2;ALIMENTOS;258;AMIDO/FECULA/POLVILHO;11081200.;11081200;200G-CAIXINH;252;MAISENA;252;MAISENA
5334;AMIDO DE MILHO MAIZENA  500G  ;500G;UN;2;ALIMENTOS;258;AMIDO/FECULA/POLVILHO;11081200.;11081200;500G-CAIXINH;252;MAISENA;252;MAISENA
5336;COPO PL.700ML TRAN.COPOBRAS CFT770;C/25;TR;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39241000.;39241000;LISO - TAMPA COMPATIVEL TPT500 E TPT770 C/FURO;110;COPOBRAS;110;COPOBRAS
5338;VINHO IMP CHI S HELENA RES CAB SAUVIGNON;375ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;375ML;378;SANTA HELENA;378;SANTA HELENA
5339;CARTE DOR MOUSSE CHOCOLATE BRANCO  400G;400G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069029.;21069029;400G;81;CARTE DOR;81;CARTE DOR
5340;VINHO IMP CHI S HELENA RES SAUV BLANC ;375ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;375ML;378;SANTA HELENA;378;SANTA HELENA
5341; SMIRNOFF ICE LN 275ML;6X275ML;PK;1;BEBIDAS;2;ICE;22060090.10;22060090;6X275ML;397;SMIRNOFF ICE;397;SMIRNOFF ICE
5342;CARTE DOR MOUSSE CHOCOLATE 400G;400G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;18069000.;18069000;400G;81;CARTE DOR;81;CARTE DOR
5347;DETERG.PO BLENDOL S/PERFUME 5KG ;5KG;UN;5;LIMPEZA;506;DETERGENTE PO;34029039.;34029039;5KG;45;BLENDOL;45;BLENDOL
5350;CATCHUP HEMMER BISNAGA 1KG ;1KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032010.;21032010;;198;HEMMER;198;HEMMER
5351;MAIONESE HEMMER BISNAGA 930G ;930G;UN;2;ALIMENTOS;210;MAIONESE;21039011.;21039011;;198;HEMMER;198;HEMMER
5352;VINHO NAC MIOLO SELECAO  CHARD/ VIOGNIER;375ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.;22042100;375ML;269;MIOLO;269;MIOLO
5354;MOLHO BARBECUE  HEMMER BISNAGA 330G ;330G;UN;2;ALIMENTOS;206;MOLHO;21039091.;21039091;;198;HEMMER;198;HEMMER
5363;MAIONESE HEMMER BISNAGA 290G;290G;UN;2;ALIMENTOS;210;MAIONESE;21039011.12;21039011;;198;HEMMER;198;HEMMER
5370;BAND.ALUM.RET.WYDA  900ML 3 DIV.D17 ;C/100-C/TAMP;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;TAMPA CARTAO ALUMINIZADA;466;WYDA;466;WYDA
5374;WHISKY JACK DANIELS  TENNESSEE 375ML;375ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;375ML;206;JACK DANIELS;206;JACK DANIELS
5384;AZEITE 5,01L MISTO S.MARTIN OLIVA/SOJA;5,01L PET;UN;2;ALIMENTOS;216;AZEITE;15079019.1;15079019;90% OLEO DE SOJA 10% AZEITE DE OLIVA;373;SAN MARTIN;373;SAN MARTIN
5385;AZEITE 5,01L MISTO ALDEIA DA SERRA PET;5,01L;UN;2;ALIMENTOS;216;AZEITE;15079019.;15079019;90% OLEO DE SOJA 10% AZEITE DE OLIVA;5;ALDEIA DA SERRA;5;ALDEIA DA SERRA
5391;CHOC.NESTLE KIT KAT BRANCO 24X41,5G;24X41,5G;DP;3;BOMBONIERI;312;CHOCOLATE;19053200.;19053200;24X41,5G;223;KIT KAT;223;KIT KAT
5392;CHICLE CHICLETS HORTELA C/100;C/100;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/100;92;CHICLETS;92;CHICLETS
5393;CHICLE CHICLETS TUTTI-FRUTTI C/100;C/100;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/100;92;CHICLETS;92;CHICLETS
5394;CHOC.NESTLE KIT KAT DARK 24X41,5G;24X41,5G;DP;3;BOMBONIERI;312;CHOCOLATE;19053200.;19053200;24X41,5G;223;KIT KAT;223;KIT KAT
5395;DROPS HALLS MENTHOL C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
5396;DROPS HALLS MENTA C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
5397;DROPS HALLS CEREJA C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
5398;DROPS HALLS MORANGO C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
